EAR,MAR,TIME
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.28522615109081106,0.31622776601683794,12:20:55.188312
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.28522615109081106,0.31622776601683794,12:20:55.188312
0.20342402525039804,1.0698412212769384,12:20:55.960289
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.28522615109081106,0.31622776601683794,12:20:55.188312
0.20342402525039804,1.0698412212769384,12:20:55.960289
0.28828038571498654,1.3812405895142603,12:20:56.745511
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.28522615109081106,0.31622776601683794,12:20:55.188312
0.20342402525039804,1.0698412212769384,12:20:55.960289
0.28828038571498654,1.3812405895142603,12:20:56.745511
0.2928388710105626,0.7801541795292539,12:20:57.416975
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.28522615109081106,0.31622776601683794,12:20:55.188312
0.20342402525039804,1.0698412212769384,12:20:55.960289
0.28828038571498654,1.3812405895142603,12:20:56.745511
0.2928388710105626,0.7801541795292539,12:20:57.416975
0.25838703831432325,1.5099596093072007,12:20:58.213918
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.28522615109081106,0.31622776601683794,12:20:55.188312
0.20342402525039804,1.0698412212769384,12:20:55.960289
0.28828038571498654,1.3812405895142603,12:20:56.745511
0.2928388710105626,0.7801541795292539,12:20:57.416975
0.25838703831432325,1.5099596093072007,12:20:58.213918
0.18274534106433438,0.9055385138137417,12:21:10.695197
0.3049365174255213,1.5066446235722457,12:20:41.626610
0.25686720151333897,1.2165525060596438,12:20:54.592545
0.28522615109081106,0.31622776601683794,12:20:55.188312
0.20342402525039804,1.0698412212769384,12:20:55.960289
0.28828038571498654,1.3812405895142603,12:20:56.745511
0.2928388710105626,0.7801541795292539,12:20:57.416975
0.25838703831432325,1.5099596093072007,12:20:58.213918
0.18274534106433438,0.9055385138137417,12:21:10.695197
0.17170920996027167,0.9685128379379139,12:21:11.513655
0.3049365174255213,1.5066446235722457,12:20:41.626610
